pl_name,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_dens,st_rad,st_mass,st_lum,pl_class
GJ 687 b,38.142,0.163,0.385,0.05412,1.17,0.42,0.4,-1.672,Neptune-like
GJ 687 c,727.562,1.165,0.369,0.05034,1.24,0.42,0.4,-1.672,Neptune-like
GJ 720 A b,19.466,0.119,0.336,0.04292,1.4,0.56,0.57,-1.217,Neptune-like
GJ 740 b,2.37756,0.029,0.137,0.00931,4.54,0.56,0.58,-1.206,Super Earth
GJ 832 b,3657,3.56,1.24,0.8,0.52,0.44,0.45,-1.585,Gas Giant
GJ 849 b,1925.31,2.32,1.24,0.893,0.581,0.47,0.5,-1.59,Gas Giant
GJ 849 c,5990,4.95,0.09,0.00311,5.28,0.47,0.5,-1.59,Super Earth
GJ 86 b,15.76491,0.11,1.15,4.42,3.6,0.77,0.93,-0.39,Gas Giant
GJ 876 b,61.1166,0.208317,1.19,2.2756,1.69,0.3,0.32,-1.907,Gas Giant
GJ 876 c,30.0881,0.12959,1.25,0.7142,0.455,0.3,0.32,-1.907,Gas Giant
GJ 876 d,1.93778,0.020807,0.224,0.021,2.37,0.3,0.32,-1.907,Neptune-like
GJ 876 e,124.26,0.3343,0.35,0.046,1.33,0.3,0.32,-1.907,Neptune-like
GJ 887 b,9.262,0.068,0.168,0.01321,3.47,0.47,0.49,-1.434,Super Earth
GJ 887 c,21.789,0.12,0.238,0.02391,2.19,0.47,0.49,-1.434,Neptune-like
GJ 896 A b,284.39,0.63965,1.19,2.26,1.68,0.39,0.44,-1.755,Gas Giant
GJ 9066 c,771.36,0.88,0.856,0.21,0.415,0.16,0.15,-2.595,Gas Giant
GJ 96 b,73.94,0.291,0.417,0.06186,1.06,0.58,0.6,-1.052,Neptune-like
GJ 9689 b,18.27,0.1139,0.274,0.03036,1.83,0.57,0.59,-1.2,Neptune-like
GJ 9714 b,19240.75467,12.319,1.12,9.403,8.41,0.66,0.67,-0.884,Gas Giant
GJ 9827 b,1.2089819,0.0188,0.141,0.01617,7.19,0.6,0.61,-0.942,Super Earth
GJ 9827 c,3.648096,0.03925,0.111,0.00409,3.7,0.6,0.61,-0.942,Super Earth
GJ 9827 d,6.20147,0.0559,0.18,0.01111,2.34,0.6,0.61,-0.942,Neptune-like
GPX-1 b,1.744579,0.0338,1.47,19.7,8.222423,1.56,1.68,0.727,Gas Giant
GQ Lup b,436802.475,100,3,20,0.921,1.94,0.7,-0.072,Gas Giant
GSC 06214-00210 b,2205160.35,320,1.8,16,3.35,0.9,0.9,-0.42,Gas Giant
GU Psc b,56901859.2,2000,1.265,11.3,6.92,0.45,0.33,-1.602,Gas Giant
Gaia-1 b,3.052524,0.04047,1.229,1.68,1.12,0.95,0.95,-0.159,Gas Giant
Gaia-2 b,3.6915224,0.0467,1.322,0.817,0.439,1.06,1,0.057,Gas Giant
Gl 378 b,3.822,0.039435,0.327,0.04097,1.46,0.56,0.56,-1.222,Neptune-like
Gl 49 b,13.8508,0.0905,0.2,0.01771,2.75,0.51,0.52,-1.306,Neptune-like
Gl 686 b,15.53,0.091,0.22,0.02084,2.45,0.43,0.43,-1.53,Neptune-like
HAT-P-1 b,4.46529976,0.05561,1.319,0.525,0.282,1.17,1.15,0.225,Gas Giant
HAT-P-11 b,4.88780244,0.05254,0.389,0.084,1.68,0.68,0.81,-0.567,Neptune-like
HAT-P-11 c,3407,4.13,1.19,2.3,1.71,0.68,0.81,-0.564,Gas Giant
HAT-P-12 b,3.2130598,0.0384,0.959,0.211,0.3192,0.7,0.73,-0.678,Gas Giant
HAT-P-13 b,2.91625,0.04383,1.272,0.851,0.362,1.76,1.32,0.346,Gas Giant
HAT-P-13 c,446.27,1.258,1.1,14.28,13.4,1.76,1.32,0.346,Gas Giant
HAT-P-14 b,4.62767,0.0596,1.42,3.44,1.56,1.82,2.65,0.644,Gas Giant
HAT-P-15 b,10.8635,0.0965,1.06,1.94,1.96,1.07,1,0,Gas Giant
HAT-P-16 b,2.77596,0.0413,1.289,4.193,2.42,1.24,1.22,0.294,Gas Giant
HAT-P-17 b,10.33852,0.0882,1.05,0.58,0.64,0.87,0.99,-0.289,Gas Giant
HAT-P-17 c,5584,5.6,1.17,3.4,2.64,0.84,0.92,-0.289,Gas Giant
HAT-P-18 b,5.508023,0.0559,0.995,0.197,0.25,0.75,0.77,-0.569,Gas Giant
HAT-P-19 b,4.008778,0.0466,1.132,0.292,0.25,0.82,0.84,-0.432,Gas Giant
HAT-P-2 b,5.6335158,0.06814,1.13,8.7,7.29,1.39,1.33,0.53,Gas Giant
HAT-P-20 b,2.875317,0.0361,0.867,7.246,13.78,0.69,0.76,-0.721,Gas Giant
HAT-P-21 b,4.12448,0.0494,1.11,4.87,4.6,1.21,1.24,0.025,Gas Giant
HAT-P-22 b,3.21222,0.0414,1.15,2.47,2.14,1.11,1.13,-0.114,Gas Giant
HAT-P-23 b,1.21288,0.0232,1.09,1.34,1.406,0.96,0.58,0.199,Gas Giant
HAT-P-24 b,3.35524,0.04651,1.3,0.75,0.44,1.38,1.37,0.408,Gas Giant
HAT-P-25 b,3.65281514,0.0466,1.135,0.569,0.483,0.92,1.01,-0.152,Gas Giant
HAT-P-26 b,4.23452,0.0479,0.63,0.07,0.4,0.87,1.12,-0.359,Neptune-like
HAT-P-27 b,3.039577,0.04,1.02,0.62,0.76,0.86,0.92,-0.269,Gas Giant
HAT-P-28 b,3.257215,0.0434,1.212,0.626,0.44,1.1,1.03,0.053,Gas Giant
HAT-P-29 b,5.72319,0.0667,1.17,0.88,0.79,1.3,1.45,0.272,Gas Giant
HAT-P-3 b,2.8997,0.03866,0.94,0.65,0.855,0.87,1.06,-0.36,Gas Giant
HAT-P-30 b,2.8106,0.0419,1.44,0.83,0.309,1.31,1.55,0.312,Gas Giant
HAT-P-31 b,5.00542,0.061,1.09,2.27,2.18,1.39,1.31,0.433,Gas Giant
HAT-P-32 b,2.1500082,0.03397,1.98,0.68,0.108,1.37,1.13,0.338,Gas Giant
HAT-P-33 b,3.47447,0.04995,1.85,0.92,0.2,1.79,1.82,0.618,Gas Giant
HAT-P-34 b,5.452654,0.06774,1.197,3.33,2.5,1.53,1.39,0.6,Gas Giant
HAT-P-35 b,3.646706,0.04978,1.332,1.056,0.55,1.44,1.24,0.383,Gas Giant
HAT-P-36 b,1.32734683,0.0241,1.277,1.8482,1.175,1.04,1.03,0.022,Gas Giant
HAT-P-37 b,2.797436,0.0379,1.178,1.169,0.89,0.88,0.93,-0.208,Gas Giant
HAT-P-38 b,4.640382,0.0523,0.825,0.267,0.59,0.92,0.89,-0.208,Gas Giant
HAT-P-39 b,3.54387,0.0509,1.571,0.599,0.19,1.62,1.4,0.607,Gas Giant
HAT-P-4 b,3.056536,0.04438,1.274,0.671,0.403,1.62,0.56,0.431,Gas Giant
HAT-P-40 b,4.45724,0.0608,1.52,0.48,0.15,1.94,1.03,0.778,Gas Giant
HAT-P-41 b,2.69405,0.04258,2.05,1.19,0.204,2.05,2.56,0.628,Gas Giant
HAT-P-42 b,4.641878,0.0575,1.28,1.044,0.61,1.53,1.18,0.356,Gas Giant
HAT-P-43 b,3.3326414,0.0444,1.216,0.662,0.39,1.08,1.03,0.06,Gas Giant
HAT-P-44 b,4.301219,0.0507,1.242,0.352,0.23,0.95,0.94,-0.194,Gas Giant
HAT-P-44 c,872.2,1.752,1.16,4,3.18,0.95,0.94,-0.194,Gas Giant
HAT-P-45 b,3.128992,0.0452,1.426,0.892,0.38,1.32,1.26,0.4,Gas Giant
HAT-P-46 b,4.463129,0.0577,1.284,0.493,0.28,1.4,1.28,0.391,Gas Giant
HAT-P-49 b,2.69155,0.04378,1.59,2.2,0.75,2.06,2.22,0.814,Gas Giant
HAT-P-5 b,2.78849,0.04073,1.21,0.98,0.642,1.12,1.04,0.187,Gas Giant
HAT-P-50 b,3.1220109,0.0453,1.288,1.35,0.78,1.7,1.27,0.603,Gas Giant
HAT-P-51 b,4.2180278,0.05069,1.293,0.309,0.178,1.04,0.98,-0.066,Gas Giant
HAT-P-52 b,2.7535953,0.03694,1.009,0.818,0.98,0.89,0.89,-0.305,Gas Giant
HAT-P-53 b,1.9616241,0.03159,1.318,1.484,0.8,1.21,1.09,0.217,Gas Giant
HAT-P-54 b,3.799847,0.04117,0.944,0.76,1.118,0.62,0.65,-0.902,Gas Giant
HAT-P-55 b,3.5852467,0.04604,1.182,0.582,0.435,1.01,1.01,0.064,Gas Giant
HAT-P-56 b,2.79083,0.0423,1.51,2.31,0.75,1.47,1.42,0.553,Gas Giant
HAT-P-57 b,2.4653,0.0406,1.74,1.41,0.332,1.85,2.77,0.806,Gas Giant
HAT-P-58 b,4.0138379,0.04994,1.332,0.372,0.194,1.53,1.03,0.456,Gas Giant
HAT-P-59 b,4.1419771,0.05064,1.123,1.54,1.347,1.1,1.01,0.054,Gas Giant
HAT-P-6 b,3.85298,0.05239,1.48,1.32,0.558,1.62,1.79,0.553,Gas Giant
HAT-P-60 b,4.7947813,0.06277,1.631,0.574,0.164,2.2,1.44,0.809,Gas Giant
HAT-P-61 b,1.90231289,0.0301,0.899,1.057,1.8,0.94,1,-0.115,Gas Giant
HAT-P-62 b,2.6453235,0.03772,1.073,0.761,0.77,1.17,1.02,0.091,Gas Giant
HAT-P-63 b,3.377728,0.04294,1.119,0.614,0.54,0.97,0.93,-0.146,Gas Giant
HAT-P-64 b,4.007232,0.05387,1.703,0.58,0.144,1.74,1.3,0.668,Gas Giant
HAT-P-65 b,2.6054552,0.03951,1.89,0.527,0.096,1.86,1.21,0.555,Gas Giant
HAT-P-66 b,2.972086,0.04363,1.59,0.783,0.242,1.88,1.26,0.615,Gas Giant
HAT-P-67 b,4.8101025,0.06505,2.085,0.34,0.052,2.55,1.64,0.939,Gas Giant
HAT-P-68 b,2.29840551,0.02996,1.072,0.724,0.727,0.67,0.68,-0.779,Gas Giant
HAT-P-69 b,4.7869491,0.06555,1.676,3.58,1.02,1.93,1.65,1,Gas Giant
HAT-P-7 b,2.20474,0.03676,1.51,1.84,0.712,2,1.56,0.814,Gas Giant
HAT-P-70 b,2.74432452,0.04739,1.87,6.78,1.54,1.86,1.89,1.223,Gas Giant
HAT-P-8 b,3.07634,0.04496,1.4,1.28,0.568,1.57,1.27,0.519,Gas Giant
HAT-P-9 b,3.92281072,0.05287,1.393,0.749,0.342,1.34,1.28,0.418,Gas Giant
HATS-1 b,3.446459,0.0444,1.302,1.855,1.03,1.04,0.99,0.041,Gas Giant
HATS-10 b,3.312846,0.04491,0.969,0.526,0.7,1.1,1.1,0.117,Gas Giant
HATS-11 b,3.619188,0.0507,1.609,0.83,0.315,1.54,1.33,0.403,Gas Giant
HATS-12 b,3.142702,0.0441,0.692,2.39,1.12,1.17,1.16,0.863,Gas Giant
HATS-13 b,3.0440499,0.04057,1.212,0.543,0.377,0.89,0.96,-0.321,Gas Giant
HATS-14 b,2.7667641,0.03815,1.039,1.071,1.191,0.93,0.97,-0.173,Gas Giant
HATS-15 b,1.74748753,0.02712,1.105,2.17,1.97,0.92,0.87,-0.204,Gas Giant
HATS-16 b,2.686502,0.03744,1.3,3.27,1.86,1.24,0.97,0.173,Gas Giant
HATS-17 b,16.254611,0.1308,0.777,1.338,3.5,1.09,1.13,0.093,Gas Giant
HATS-18 b,0.83784,0.0174,1.329,1.9795,1.1169,1.02,1.04,-0.032,Gas Giant
HATS-2 b,1.354133,0.023,1.168,1.345,1.05,0.9,0.88,-0.268,Gas Giant
HATS-22 b,4.7228124,0.05025,0.953,2.74,3.89,0.69,0.76,-0.646,Gas Giant
HATS-23 b,2.1605156,0.03397,1.86,1.47,0.29,1.2,1.12,0.155,Gas Giant
HATS-24 b,1.3484978,0.0238,1.395,2.26,1.03,1.12,1.07,0.19,Gas Giant
HATS-25 b,4.2986432,0.05163,1.26,0.613,0.38,1.11,0.99,0.068,Gas Giant
HATS-26 b,3.3023881,0.04735,1.75,0.65,0.153,2.04,1.3,0.704,Gas Giant
HATS-27 b,4.637038,0.0611,1.5,0.53,0.18,1.74,1.42,0.669,Gas Giant
HATS-28 b,3.1810781,0.04131,1.194,0.672,0.48,0.92,0.93,-0.157,Gas Giant
HATS-29 b,4.6058749,0.05475,1.251,0.653,0.411,1.07,1.03,0.029,Gas Giant
HATS-3 b,3.547851,0.0485,1.381,1.071,0.51,1.4,1.21,0.456,Gas Giant
HATS-30 b,3.1743516,0.04354,1.175,0.706,0.543,1.06,1.09,0.097,Gas Giant
HATS-31 b,3.37796,0.0478,1.64,0.88,0.243,1.87,1.28,0.619,Gas Giant
HATS-32 b,2.8126548,0.04024,1.249,0.92,0.58,1.1,1.1,0.057,Gas Giant
HATS-33 b,2.5495551,0.03727,1.23,1.192,0.79,1.02,1.06,-0.018,Gas Giant
HATS-34 b,2.1061607,0.03166,1.43,0.941,0.4,0.98,0.96,-0.14,Gas Giant
HATS-35 b,1.8209993,0.03199,1.464,1.222,0.484,1.43,1.32,0.465,Gas Giant
HATS-36 b,4.175186,0.0523,1.153,3.216,2.12,1.1,1.1,0.215,Gas Giant
HATS-37 A b,4.3315366,0.04913,0.606,0.099,0.55,0.88,0.84,-0.256,Neptune-like
HATS-38 b,4.375021,0.05036,0.614,0.074,0.403,1.1,0.89,0.072,Neptune-like
HATS-39 b,4.5776348,0.06007,1.57,0.63,0.202,1.62,1.38,0.64,Gas Giant
HATS-4 b,2.516729,0.0362,1.02,1.323,1.55,0.93,1,-0.187,Gas Giant
HATS-40 b,3.2642736,0.04997,1.58,1.59,0.49,2.26,1.56,0.903,Gas Giant
HATS-41 b,4.193649,0.0583,1.33,9.7,5.1,1.71,1.5,0.653,Gas Giant
HATS-42 b,2.292102,0.03689,1.4,1.88,0.83,1.48,1.27,0.425,Gas Giant
HATS-43 b,4.3888497,0.04944,1.18,0.261,0.191,0.81,0.84,-0.398,Gas Giant
HATS-44 b,2.7439004,0.03649,1.067,0.56,0.56,0.85,0.86,-0.398,Gas Giant
HATS-45 b,4.1876244,0.05511,1.286,0.7,0.41,1.32,1.27,0.425,Gas Giant
HATS-46 b,4.7423729,0.05367,0.903,0.173,0.28,0.85,0.92,-0.23,Gas Giant
HATS-47 b,3.9228038,0.04269,1.117,0.369,0.331,0.66,0.67,-0.796,Gas Giant
HATS-48 A b,3.1316666,0.03769,0.8,0.243,0.589,0.72,0.73,-0.709,Gas Giant
HATS-49 b,4.1480467,0.04515,0.765,0.353,0.986,0.7,0.71,-0.785,Gas Giant
HATS-5 b,4.763387,0.0542,0.912,0.237,0.39,0.87,0.94,-0.268,Gas Giant
HATS-50 b,3.8297015,0.05046,1.13,0.39,0.33,1.12,1.17,0.143,Gas Giant
HATS-51 b,3.3488702,0.04639,1.41,0.768,0.34,1.44,1.19,0.31,Gas Giant
HATS-52 b,1.36665436,0.02498,1.382,2.24,1.06,1.05,1.11,0.068,Gas Giant
HATS-53 b,3.8537768,0.04753,1.34,0.595,0.303,1.1,0.96,0.045,Gas Giant
HATS-54 b,2.5441765,0.037,1.015,0.753,0.77,1.23,1.05,0.115,Gas Giant
HATS-55 b,4.2042001,0.05412,1.251,0.921,0.587,1.13,1.2,0.229,Gas Giant
HATS-56 b,4.324799,0.06043,1.688,0.602,0.155,2.2,1.57,0.898,Gas Giant
HATS-57 b,2.350621,0.03493,1.139,3.147,2.65,0.96,1.03,-0.094,Gas Giant
HATS-58 A b,4.2180896,0.05798,1.095,1.03,0.96,1.43,1.46,0.689,Gas Giant
HATS-59 b,5.416081,0.06112,1.126,0.806,0.7,1.04,1.04,-0.004,Gas Giant
HATS-59 c,1422,2.504,1.1,12.7,11.9,1.04,1.04,-0.004,Gas Giant
HATS-6 b,3.3252725,0.03623,0.998,0.319,0.399,0.57,0.57,-1.1,Gas Giant
HATS-60 b,3.560829,0.04708,1.153,0.662,0.537,1.46,1.1,0.3,Gas Giant
HATS-61 b,7.817953,0.07908,1.195,3.4,2.47,1.66,1.08,0.369,Gas Giant
HATS-62 b,3.2768837,0.04163,1.055,0.179,0.076,0.93,0.9,-0.173,Gas Giant
HATS-63 b,3.0566527,0.04026,1.207,0.96,0.67,1.07,0.93,0.012,Gas Giant
HATS-64 b,4.908897,0.06562,1.679,0.96,0.245,2.11,1.56,0.867,Gas Giant
HATS-65 b,3.105161,0.04497,1.501,0.821,0.3,1.31,1.26,0.377,Gas Giant
HATS-66 b,3.1414391,0.04714,1.411,5.33,2.34,1.84,1.41,0.767,Gas Giant
HATS-67 b,1.6091788,0.03032,1.685,1.45,0.374,1.44,1.44,0.547,Gas Giant
HATS-68 b,3.5862202,0.05071,1.232,1.29,0.856,1.75,1.35,0.592,Gas Giant
HATS-69 b,2.2252577,0.03211,0.945,0.577,0.46,0.88,0.89,-0.318,Gas Giant
HATS-7 b,3.185315,0.04012,0.563,0.12,0.83,0.82,0.85,-0.434,Gas Giant
HATS-70 b,1.8882378,0.03632,1.384,12.9,6.64,1.88,1.78,1.079,Gas Giant
HATS-71 b,3.7955202,0.03745,1.024,0.37,0.42,0.48,0.49,-1.56,Gas Giant
HATS-72 b,7.3279474,0.066517,0.722,0.1254,0.411,0.72,0.73,-0.659,Gas Giant
HATS-74 A b,1.73185606,0.02384,1.032,1.46,1.64,0.58,0.6,-1.216,Gas Giant
HATS-75 b,2.7886556,0.032742,0.884,0.491,0.878,0.58,0.6,-1.197,Gas Giant
HATS-76 b,1.9416423,0.02658,1.079,2.629,2.58,0.63,0.66,-1.038,Gas Giant
HATS-77 b,3.0876262,0.03607,1.165,1.374,1.077,0.64,0.66,-0.992,Gas Giant
HATS-8 b,3.583893,0.04667,0.873,0.138,0.259,1.09,1.06,-0.025,Gas Giant
HATS-9 b,1.915291,0.0312,1.236,0.837,0.626,1.56,1.1,0.312,Gas Giant
HD 100546 b,91020.3,53,6.9,752,2.84,1.85,2.4,1.5,Gas Giant
HD 100655 b,157.57001,0.68,1.21,1.61,1.14,10.06,2.28,1.633,Gas Giant
HD 100777 b,383.70001,1.03,1.23,1.03,0.684,1.04,0.83,0.021,Gas Giant
HD 10180 c,5.75969,0.06412,0.328,0.04122,1.44,1.11,1.06,0.173,Neptune-like
HD 10180 d,16.357,0.12859,0.308,0.03697,1.57,1.11,1.06,0.173,Neptune-like
HD 10180 e,49.748,0.2699,0.481,0.079,0.881,1.11,1.06,0.173,Neptune-like
HD 10180 f,122.744,0.4929,0.468,0.0752,0.913,1.11,1.06,0.173,Neptune-like
HD 10180 g,604.67,1.427,0.438,0.0673,0.993,1.11,1.06,0.173,Neptune-like
HD 10180 h,2205,3.381,0.838,0.203,0.426,1.11,1.06,0.173,Gas Giant
HD 101930 b,70.46,0.3,0.949,0.25,0.367,0.86,0.57,-0.31,Gas Giant
HD 102117 b,20.8133,0.15,0.756,0.17,0.489,1.23,1.06,0.157,Gas Giant
HD 102195 b,4.11377,0.05,1.27,0.41,0.25,0.82,0.76,-0.334,Gas Giant
HD 102272 b,127.58,0.51,1.15,4.94,4.02,10.3,1.45,1.662,Gas Giant
HD 102329 b,778.09998,1.81,1.12,8.16,7.12,9.82,3.21,1.292,Gas Giant
HD 102329 c,1123,2.3085,1.21,1.52,1.08,6.3,1.3,1.585,Gas Giant
HD 102365 b,122.1,0.46,0.369,0.05,1.24,0.95,0.85,-0.057,Neptune-like
HD 102843 b,3090.942,4.074,1.17,0.35837,0.278,0.96,0.95,-0.138,Gas Giant
HD 102956 b,6.4947,0.0807,1.23,0.96,0.638,4.55,1.66,1.064,Gas Giant
HD 103197 b,47.84,0.25,0.52,0.09,0.793,0.88,0.8,-0.328,Neptune-like
HD 103720 b,4.5557,0.0498,1.26,0.62,0.386,0.73,0.79,-0.458,Gas Giant
HD 103774 b,5.8881,0.07,1.19,0.367,0.271,1.58,1.33,0.544,Gas Giant
HD 103891 b,1919,3.27,1.18,2.89,2.19,2.22,1.28,0.786,Gas Giant
HD 103949 b,120.878,0.439,0.299,0.03524,1.64,0.75,0.77,-0.569,Neptune-like
HD 104067 b,55.806,0.26,0.729,0.16,0.511,0.74,0.62,-0.513,Gas Giant
HD 10442 b,1032.3,2.01,1.21,1.487,1.03,1.97,1.01,0.31,Gas Giant
HD 104985 b,199.505,0.95,1.12,8.3,7.25,11,2.3,1.778,Gas Giant
HD 105618 b,10.02245,0.091,0.485,0.08,0.868,1.27,1.01,0.18,Neptune-like
HD 105618 c,77114.07158,35.731,1.07,26.491,27.5,1.27,1.01,0.18,Gas Giant
HD 105779 b,2412,3.38,1.26,0.64,0.399,0.94,0.89,-0.108,Gas Giant
HD 106252 b,1531,2.61,1.11,10,8.94,1.1,1.01,0.123,Gas Giant
HD 106270 b,1888,3.34,1.11,11.4,10.4,2.66,1.39,0.756,Gas Giant
HD 106315 b,9.55237,0.0907,0.218,0.03964,4.7,1.3,1.09,0.35,Super Earth
HD 106315 c,21.05704,0.1536,0.388,0.04782,1.01,1.3,1.09,0.395,Neptune-like
HD 10647 b,989.2,2.015,1.23,0.94,0.625,1.1,1.11,0.149,Gas Giant
HD 106515 A b,3586.86089,4.491,1.12,9.518,8.51,0.91,0.93,-0.164,Gas Giant
HD 106906 b,4944973.65,650,1.11,11,10.1,2.12,1.5,0.75,Gas Giant
HD 10697 b,1075.3799,2.051,1.14,5.743,4.78,1.86,0.99,0.477,Gas Giant
HD 107148 b,48.056,0.269,0.856,0.21,0.415,1.17,1.12,0.121,Gas Giant
HD 107148 c,18.3267,0.1407,0.42,0.0626,1.05,1.17,1.11,0.121,Neptune-like
HD 108147 b,10.8985,0.102,0.973,0.261,0.352,1.21,1.22,0.303,Gas Giant
HD 108236 b,3.795963,0.04527,0.144,0.0102,4.23,0.88,0.87,-0.15,Super Earth
HD 108236 c,6.203449,0.062,0.185,0.0155,3.06,0.88,0.87,-0.15,Super Earth
HD 108236 d,14.175685,0.1074,0.227,0.022,2.34,0.88,0.87,-0.15,Neptune-like
HD 108236 e,19.590025,0.1367,0.275,0.0306,1.82,0.88,0.87,-0.15,Neptune-like
HD 108236 f,29.54115,0.1758,0.18,0.0149,3.16,0.88,0.87,-0.15,Super Earth
HD 108341 b,1129,2,1.19,2.25,1.67,0.79,0.84,-0.37,Gas Giant
HD 108863 b,437.7,1.32,1.18,2.414,1.79,5.74,1.59,1.225,Gas Giant
HD 108874 b,394.48123,1.04,1.21,1.42,0.986,1.05,1.1,-0.001,Gas Giant
HD 108874 c,1624,2.659,1.23,0.99,0.658,1.09,0.95,-0.001,Gas Giant
HD 109246 b,68.27,0.33,1.24,0.86,0.559,1.07,1.2,0.1,Gas Giant
HD 109271 b,7.8543,0.079,0.385,0.054,1.18,1.29,1.05,0.301,Neptune-like
HD 109271 c,30.93,0.196,0.47,0.076,0.907,1.29,1.05,0.301,Neptune-like
HD 109286 b,520.1,1.259,1.17,2.99,2.27,1.09,0.98,-0.084,Gas Giant
HD 109749 b,5.239891,0.0615,0.993,0.27,0.345,1.22,1.13,0.19,Gas Giant
HD 10975 b,283.8,0.95,1.28,0.45,0.269,11.16,1.41,1.79,Gas Giant
HD 109833 b,9.188526,0.08808,0.258,0.0273,1.98,1,1.08,0.072,Neptune-like
HD 109833 c,13.900148,0.11608,0.231,0.0227,2.28,1,1.08,0.072,Neptune-like
HD 109988 b,17132.15854,12.518,1.08,21.821,21.5,0.87,0.88,-0.307,Gas Giant
HD 110014 b,835.477,2.14,1.11,11.09,10.2,20.9,2.17,2.304,Gas Giant
HD 110082 b,10.18271,0.113,0.285,0.0325,1.73,1.19,1.21,0.281,Neptune-like
HD 110113 b,2.541,0.035,0.183,0.01432,2.9,0.97,1,-0.032,Neptune-like
HD 110113 c,6.744,0.068,0.288,0.03304,1.71,0.97,1,-0.032,Neptune-like
HD 110537 b,24469.67342,16.714,1.06,27.099,28.1,1.17,1.02,0.117,Gas Giant
HD 11112 b,17244.90764,13.38,1.12,8.176,7.14,1.47,1.07,0.377,Gas Giant
HD 111232 b,1169.13202,2.148,1.12,7.965,6.95,0.9,0.96,-0.161,Gas Giant
HD 111232 c,26472.44623,17.25,1.08,18.063,17.4,0.9,0.96,-0.161,Gas Giant
HD 111591 b,1056.4,2.5,1.15,4.4,3.58,8.03,1.94,1.581,Gas Giant
HD 111998 b,825.9,1.82,1.15,4.51,3.67,1.45,1.18,0.512,Gas Giant
HD 112640 b,613.2,1.7,1.15,5,4.07,39,1.8,2.453,Gas Giant
HD 113337 b,317.58639,1.022,1.17,3.259,2.53,1.5,1.41,0.632,Gas Giant
HD 113337 c,5429.93477,6.805,1.08,19.821,19.5,1.53,1.41,0.62,Gas Giant
HD 11343 c,228.53731,0.923,1.24,0.804,0.523,6.78,2.01,1.309,Gas Giant
HD 113538 b,663.2,1.24,1.18,0.36,0.273,0.53,0.58,-1.046,Gas Giant
HD 113538 c,1818,2.44,1.24,0.93,0.618,0.53,0.58,-1.046,Gas Giant
HD 113996 b,610.2,1.6,1.14,6.3,5.37,25.11,1.49,2.464,Gas Giant
HD 114082 b,109.75,0.5109,1,8,9.92,1.49,1.47,0.583,Gas Giant
HD 114386 b,937.70001,1.73,1.22,1.14,0.774,0.76,0.6,-0.54,Gas Giant
HD 114613 b,4000,5.34,1.17,0.357,0.277,2.14,1.27,0.608,Gas Giant
HD 114729 b,1121.79,2.067,1.24,0.825,0.537,1.47,0.94,0.421,Gas Giant
HD 114783 b,493.7,1.16,1.23,1.1,0.747,0.84,0.85,-0.372,Gas Giant
HD 114783 c,4319,4.97,1.26,0.611,0.381,0.84,0.85,-0.373,Gas Giant
HD 11505 b,32669.22247,20.247,1.12,7.899,6.9,1.2,1.03,0.151,Gas Giant
HD 11506 b,1613.74017,2.8,1.15,4.88,3.97,1.24,1.12,0.337,Gas Giant
HD 11506 c,223.95986,0.75,1.19,0.369,0.268,1.34,1.12,0.337,Gas Giant
HD 11506 d,14723.57452,12.235,1.13,7.383,6.45,1.24,1.12,0.337,Gas Giant
HD 115404 A b,10.49488,0.088,0.543,0.097,0.75,0.73,0.83,-0.52,Neptune-like
HD 115404 A c,15319.22517,11.364,1.11,10.319,9.23,0.73,0.83,-0.52,Gas Giant
HD 115954 b,3700,5,1.12,8.45,7.38,1.21,1.18,0.481,Gas Giant
HD 116029 b,670,1.65,1.21,1.4,0.972,4.89,0.83,1.053,Gas Giant
HD 116029 c,907,2.017238,1.22,1.27,0.863,4.6,1.33,1.063,Gas Giant
HD 117207 b,2621.75,3.787,1.19,2.106,1.53,1.07,1.05,0.066,Gas Giant
HD 11755 b,433.70001,1.09,1.14,5.63,4.69,20.58,0.72,2.169,Gas Giant
HD 117618 b,25.8,0.18,0.766,0.174,0.479,1.2,1.08,0.213,Gas Giant
HD 118203 b,6.1335,0.07,1.172,2.79,2.15,2.06,1.84,0.646,Gas Giant
HD 11964 b,1945,3.16,1.26,0.622,0.388,2.01,0.91,0.459,Gas Giant
HD 11964 c,37.91,0.229,0.48,0.0788,0.882,2.01,0.91,0.459,Neptune-like
HD 11977 b,711,1.93,1.13,6.54,5.58,10.09,1.91,1.839,Gas Giant
HD 120084 b,2085.10024,4.341,1.14,5.762,4.8,9.12,2.5,1.64,Gas Giant
HD 121504 b,63.33,0.33,1.21,1.51,1.05,1.07,1.62,0.19,Gas Giant
HD 12235 b,4.36305,0.054,0.288,0.033,1.71,1.8,1.1,0.575,Neptune-like
HD 12235 c,36336.70679,22.21,1.11,9.866,8.82,1.8,1.1,0.575,Gas Giant
HD 122562 c,84.96276,0.406,0.903,0.23,0.39,2.17,1.24,0.407,Gas Giant
HD 124330 b,270.66,0.86,1.25,0.75,0.477,1.3,1.15,0.338,Gas Giant
HD 12484 b,58.83,0.297,1.17,2.98,2.26,1,1.01,0.022,Gas Giant
HD 125271 b,14901.99295,10.817,1.11,10.904,9.99,0.75,0.75,-0.604,Gas Giant
